Measurement_DateTime,GPS_FixQuality,GPS_lat,GPS_lon,GPS_alt,Barometer_Altitude,GPS_HDOP,GPS_NSat,GPS_SOG,GPS_COG,Barometer_Pressure,Barometer_Temperature,User_LoggerID
2024-04-18 13:09:13.500,2,40.478892,-74.267944,4.5,-25.0,0.66,12,1.37,340.51,1.01627,12.81,162
2024-04-18 13:09:14.000,2,40.478900,-74.267952,4.5,-25.1,0.66,12,1.43,338.55,1.01628,12.81,162
2024-04-18 13:09:14.500,2,40.478908,-74.267952,4.6,-25.4,0.66,12,1.47,339.17,1.01632,12.81,162
2024-04-18 13:09:15.000,2,40.478912,-74.267960,4.6,-25.1,0.66,12,1.48,339.10,1.01628,12.81,162
2024-04-18 13:09:15.500,2,40.478920,-74.267960,4.6,-25.1,0.66,12,1.48,338.20,1.01628,12.81,162
2024-04-18 13:09:16.000,2,40.478924,-74.267960,4.6,-25.6,0.66,12,1.46,337.80,1.01634,12.87,162
2024-04-18 13:09:16.500,2,40.478932,-74.267968,4.7,-25.0,0.66,12,1.43,337.35,1.01627,12.81,162
2024-04-18 13:09:17.000,2,40.478936,-74.267968,4.7,-25.1,0.66,12,1.41,337.62,1.01628,12.81,162
2024-04-18 13:09:17.500,2,40.478944,-74.267976,4.7,-25.2,0.66,12,1.46,337.32,1.01629,12.81,162
2024-04-18 13:09:18.000,2,40.478952,-74.267976,4.7,-25.5,0.66,12,1.48,335.73,1.01633,12.81,162
2024-04-18 13:09:18.500,2,40.478956,-74.267976,4.7,-25.1,0.65,12,1.48,336.12,1.01628,12.81,162
2024-04-18 13:09:19.000,2,40.478960,-74.267984,4.7,-25.1,0.65,12,1.47,337.22,1.01628,12.81,162
2024-04-18 13:09:19.500,2,40.478964,-74.267984,4.7,-25.2,0.65,12,1.48,338.44,1.01629,12.81,162
2024-04-18 13:09:20.000,2,40.478972,-74.267992,4.8,-25.0,0.65,12,1.53,337.64,1.01627,12.81,162
2024-04-18 13:09:20.500,2,40.478980,-74.267992,4.8,-24.9,0.65,12,1.51,337.03,1.01625,12.81,162
2024-04-18 13:09:21.000,2,40.478984,-74.268000,4.8,-25.1,0.65,12,1.53,337.53,1.01628,12.81,162
2024-04-18 13:09:21.500,2,40.478992,-74.268000,4.8,-25.2,0.65,12,1.54,337.45,1.01630,12.81,162
2024-04-18 13:09:22.000,2,40.479000,-74.268008,4.8,-25.0,0.66,12,1.55,337.81,1.01627,12.81,162
2024-04-18 13:09:22.500,2,40.479004,-74.268008,4.8,-25.5,0.65,12,1.56,335.75,1.01633,12.87,162
2024-04-18 13:09:23.000,2,40.479012,-74.268016,4.8,-25.2,0.65,12,1.63,337.04,1.01630,12.81,162
2024-04-18 13:09:23.500,2,40.479020,-74.268016,4.7,-25.3,0.65,12,1.59,335.11,1.01631,12.81,162
2024-04-18 13:09:24.000,2,40.479024,-74.268024,4.7,-25.3,0.66,12,1.60,336.61,1.01631,12.81,162
2024-04-18 13:09:24.500,2,40.479032,-74.268024,4.9,-24.9,0.65,12,1.61,336.68,1.01625,12.81,162
2024-04-18 13:09:25.000,2,40.479040,-74.268032,4.8,-25.1,0.65,12,1.61,335.61,1.01628,12.81,162
2024-04-18 13:09:25.500,2,40.479044,-74.268032,4.9,-25.1,0.65,12,1.57,334.32,1.01628,12.81,162
2024-04-18 13:09:26.000,2,40.479048,-74.268032,4.9,-24.9,0.65,12,1.49,335.09,1.01626,12.81,162
2024-04-18 13:09:26.500,2,40.479056,-74.268032,5.1,-25.2,0.65,12,1.50,335.37,1.01629,12.81,162
2024-04-18 13:09:27.000,2,40.479060,-74.268040,5.2,-25.2,0.65,12,1.48,331.96,1.01629,12.81,162
2024-04-18 13:09:27.500,2,40.479068,-74.268040,5.2,-25.1,0.65,12,1.47,333.50,1.01628,12.81,162
2024-04-18 13:09:28.000,2,40.479076,-74.268048,5.2,-25.2,0.66,12,1.58,334.23,1.01630,12.81,162
2024-04-18 13:09:28.500,2,40.479080,-74.268056,5.2,-25.1,0.66,12,1.52,333.51,1.01628,12.81,162
2024-04-18 13:09:29.000,2,40.479088,-74.268056,5.3,-25.1,0.65,12,1.50,331.28,1.01628,12.81,162
2024-04-18 13:09:29.500,2,40.479092,-74.268064,5.3,-25.2,0.65,12,1.49,334.14,1.01630,12.81,162
2024-04-18 13:09:30.000,2,40.479100,-74.268064,5.4,-25.1,0.65,12,1.48,335.68,1.01628,12.81,162
2024-04-18 13:09:30.500,2,40.479104,-74.268072,5.5,-25.1,0.65,12,1.45,334.93,1.01628,12.81,162
2024-04-18 13:09:31.000,2,40.479112,-74.268072,5.5,-25.4,0.65,12,1.46,334.21,1.01632,12.87,162
2024-04-18 13:09:31.500,2,40.479116,-74.268080,5.6,-25.0,0.65,12,1.49,334.93,1.01626,12.81,162
2024-04-18 13:09:32.000,2,40.479124,-74.268080,5.6,-25.1,0.66,12,1.47,335.71,1.01628,12.87,162
2024-04-18 13:09:32.500,2,40.479124,-74.268088,5.6,-25.2,0.66,12,1.48,336.09,1.01629,12.81,162
2024-04-18 13:09:33.000,2,40.479132,-74.268088,5.6,-25.2,0.66,12,1.37,336.39,1.01629,12.87,162
2024-04-18 13:09:33.500,2,40.479136,-74.268088,5.7,-25.2,0.66,12,1.42,336.49,1.01629,12.81,162
2024-04-18 13:09:34.000,2,40.479144,-74.268096,5.7,-24.7,0.66,12,1.42,336.70,1.01623,12.81,162
2024-04-18 13:09:34.500,2,40.479148,-74.268096,5.7,-25.2,0.66,12,1.35,336.87,1.01629,12.87,162
2024-04-18 13:09:35.000,2,40.479156,-74.268104,5.7,-25.0,0.66,12,1.35,337.05,1.01626,12.81,162
2024-04-18 13:09:35.500,2,40.479160,-74.268104,5.8,-25.5,0.66,12,1.28,336.79,1.01633,12.87,162
2024-04-18 13:09:36.000,2,40.479168,-74.268112,5.8,-25.4,0.66,12,1.32,336.75,1.01631,12.87,162
2024-04-18 13:09:36.500,2,40.479172,-74.268112,5.8,-25.2,0.66,12,1.26,336.53,1.01629,12.81,162
2024-04-18 13:09:37.000,2,40.479176,-74.268112,5.8,-25.1,0.66,12,1.30,336.42,1.01628,12.81,162
2024-04-18 13:09:37.500,2,40.479184,-74.268120,5.8,-24.9,0.66,12,1.31,336.67,1.01625,12.81,162
2024-04-18 13:09:38.000,2,40.479188,-74.268120,5.8,-24.8,0.66,12,1.31,336.67,1.01624,12.81,162
2024-04-18 13:09:38.500,2,40.479196,-74.268128,5.8,-25.0,0.66,12,1.34,336.50,1.01627,12.81,162
2024-04-18 13:09:39.000,2,40.479200,-74.268128,5.8,-25.0,0.66,12,1.32,336.09,1.01627,12.81,162
2024-04-18 13:09:39.500,2,40.479204,-74.268136,5.9,-25.5,0.66,12,1.35,336.29,1.01633,12.87,162
2024-04-18 13:09:40.000,2,40.479208,-74.268136,5.9,-25.1,0.66,12,1.31,335.56,1.01628,12.87,162
2024-04-18 13:09:40.500,2,40.479212,-74.268136,5.9,-24.7,0.66,12,1.33,336.36,1.01623,12.87,162
2024-04-18 13:09:41.000,2,40.479220,-74.268144,5.9,-24.7,0.66,12,1.39,336.68,1.01624,12.81,162
2024-04-18 13:09:41.500,2,40.479224,-74.268144,5.9,-25.3,0.66,12,1.38,336.52,1.01631,12.87,162
2024-04-18 13:09:42.000,2,40.479232,-74.268152,5.9,-25.4,0.66,12,1.32,336.19,1.01632,12.87,162
2024-04-18 13:09:42.500,2,40.479236,-74.268152,5.9,-25.2,0.66,12,1.33,335.59,1.01629,12.87,162
2024-04-18 13:09:43.000,2,40.479244,-74.268160,6.0,-25.3,0.66,12,1.48,335.79,1.01630,12.87,162
2024-04-18 13:09:43.500,2,40.479248,-74.268160,6.0,-25.2,0.66,12,1.48,336.35,1.01629,12.87,162
2024-04-18 13:09:44.000,2,40.479256,-74.268160,6.0,-24.9,0.66,12,1.47,336.62,1.01626,12.87,162
2024-04-18 13:09:44.500,2,40.479260,-74.268168,6.1,-25.3,0.66,12,1.49,336.91,1.01631,12.87,162
2024-04-18 13:09:45.000,2,40.479268,-74.268168,6.1,-25.2,0.66,12,1.50,337.21,1.01629,12.87,162
2024-04-18 13:09:45.500,2,40.479276,-74.268176,6.1,-25.0,0.66,12,1.51,337.12,1.01626,12.87,162
2024-04-18 13:09:46.000,2,40.479280,-74.268176,6.1,-24.8,0.66,12,1.49,336.49,1.01625,12.81,162
2024-04-18 13:09:46.500,2,40.479288,-74.268184,6.2,-24.9,0.66,12,1.49,336.64,1.01626,12.87,162
2024-04-18 13:09:47.000,2,40.479292,-74.268184,6.2,-24.7,0.66,12,1.47,336.75,1.01624,12.81,162
2024-04-18 13:09:47.500,2,40.479296,-74.268192,6.2,-24.9,0.66,12,1.53,336.96,1.01625,12.87,162
2024-04-18 13:09:48.000,2,40.479304,-74.268192,6.2,-24.9,0.66,12,1.51,336.61,1.01625,12.87,162
2024-04-18 13:09:48.500,2,40.479308,-74.268200,6.3,-24.4,0.66,12,1.58,336.18,1.01619,12.81,162
2024-04-18 13:09:49.000,2,40.479316,-74.268200,6.3,-24.3,0.65,12,1.54,337.36,1.01619,12.87,162
2024-04-18 13:09:49.500,2,40.479324,-74.268200,6.4,-24.6,0.65,12,1.56,337.62,1.01623,12.87,162
2024-04-18 13:09:50.000,2,40.479328,-74.268200,6.4,-24.9,0.65,12,1.54,338.17,1.01625,12.87,162
2024-04-18 13:09:50.500,2,40.479336,-74.268200,6.4,-25.0,0.65,12,1.56,338.07,1.01627,12.87,162
2024-04-18 13:09:51.000,2,40.479344,-74.268208,6.4,-24.9,0.65,12,1.59,338.42,1.01625,12.87,162
2024-04-18 13:09:51.500,2,40.479352,-74.268208,6.4,-25.0,0.65,12,1.58,338.48,1.01627,12.87,162
2024-04-18 13:09:52.000,2,40.479356,-74.268216,6.4,-25.3,0.65,12,1.60,339.22,1.01631,12.87,162
2024-04-18 13:09:52.500,2,40.479364,-74.268216,6.4,-25.0,0.65,12,1.68,337.47,1.01626,12.87,162
2024-04-18 13:09:53.000,2,40.479372,-74.268224,6.4,-24.9,0.65,12,1.62,338.15,1.01625,12.87,162
2024-04-18 13:09:53.500,2,40.479376,-74.268224,6.4,-25.0,0.65,12,1.66,337.62,1.01627,12.87,162
2024-04-18 13:09:54.000,2,40.479380,-74.268232,6.4,-25.0,0.65,12,1.63,333.33,1.01627,12.87,162
2024-04-18 13:09:54.500,2,40.479388,-74.268240,6.4,-24.7,0.66,12,1.72,325.49,1.01624,12.87,162
2024-04-18 13:09:55.000,2,40.479392,-74.268248,6.4,-24.9,0.66,12,1.69,318.04,1.01626,12.87,162
2024-04-18 13:09:55.500,2,40.479396,-74.268256,6.4,-24.6,0.65,12,1.64,309.75,1.01623,12.87,162
2024-04-18 13:09:56.000,2,40.479400,-74.268264,6.4,-24.9,0.65,12,1.65,299.72,1.01626,12.87,162
2024-04-18 13:09:56.500,2,40.479404,-74.268272,6.4,-24.7,0.65,12,1.61,291.56,1.01624,12.87,162
2024-04-18 13:09:57.000,2,40.479404,-74.268288,6.4,-24.8,0.65,12,1.63,282.10,1.01625,12.87,162
2024-04-18 13:09:57.500,2,40.479404,-74.268296,6.4,-24.7,0.65,12,1.31,276.00,1.01623,12.87,162
2024-04-18 13:09:58.000,2,40.479400,-74.268304,6.4,-24.5,0.65,12,1.20,266.06,1.01621,12.87,162
2024-04-18 13:09:58.500,2,40.479400,-74.268304,6.5,-24.6,0.65,12,1.28,252.79,1.01623,12.87,162
2024-04-18 13:09:59.000,2,40.479396,-74.268312,6.5,-25.1,0.65,12,1.49,240.15,1.01628,12.87,162
2024-04-18 13:09:59.500,2,40.479388,-74.268320,6.5,-25.0,0.65,12,1.49,233.69,1.01627,12.87,162
2024-04-18 13:10:00.000,2,40.479384,-74.268328,6.6,-24.9,0.65,12,1.50,228.26,1.01625,12.87,162
2024-04-18 13:10:00.500,2,40.479380,-74.268336,6.6,-24.9,0.65,12,1.45,226.86,1.01626,12.87,162
2024-04-18 13:10:01.000,2,40.479376,-74.268344,6.6,-25.1,0.65,12,1.46,225.88,1.01628,12.87,162
2024-04-18 13:10:01.500,2,40.479372,-74.268344,6.6,-24.8,0.65,12,1.45,225.13,1.01624,12.87,162
2024-04-18 13:10:02.000,2,40.479368,-74.268352,6.7,-24.9,0.65,12,1.18,226.16,1.01626,12.87,162
2024-04-18 13:10:02.500,2,40.479368,-74.268360,6.7,-24.8,0.65,12,1.11,230.23,1.01624,12.87,162
2024-04-18 13:10:03.000,2,40.479364,-74.268360,6.7,-24.4,0.65,12,1.03,235.07,1.01620,12.87,162
2024-04-18 13:10:03.500,2,40.479360,-74.268360,6.7,-24.7,0.65,12,1.11,240.66,1.01623,12.87,162
2024-04-18 13:10:04.000,2,40.479360,-74.268368,6.7,-24.5,0.65,12,1.13,242.41,1.01621,12.87,162
2024-04-18 13:10:04.500,2,40.479356,-74.268376,6.8,-24.2,0.65,12,1.12,243.02,1.01618,12.87,162
2024-04-18 13:10:05.000,2,40.479356,-74.268384,6.8,-24.6,0.65,12,1.13,243.10,1.01622,12.87,162
2024-04-18 13:10:05.500,2,40.479352,-74.268384,6.7,-24.8,0.65,12,1.15,242.72,1.01624,12.87,162
2024-04-18 13:10:06.000,2,40.479348,-74.268392,6.8,-25.0,0.65,12,1.13,241.46,1.01626,12.87,162
2024-04-18 13:10:06.500,2,40.479348,-74.268400,6.8,-25.0,0.65,12,1.14,239.02,1.01627,12.87,162
2024-04-18 13:10:07.000,2,40.479344,-74.268408,6.8,-25.0,0.65,12,1.13,233.86,1.01627,12.87,162
2024-04-18 13:10:07.500,2,40.479340,-74.268408,6.8,-25.0,0.65,12,1.10,230.15,1.01627,12.87,162
2024-04-18 13:10:08.000,2,40.479336,-74.268416,6.8,-25.0,0.65,12,1.09,227.26,1.01627,12.87,162
2024-04-18 13:10:08.500,2,40.479332,-74.268416,6.8,-24.9,0.65,12,0.98,224.93,1.01626,12.87,162
2024-04-18 13:10:09.000,2,40.479328,-74.268424,6.8,-24.9,0.65,12,0.93,221.28,1.01626,12.87,162
2024-04-18 13:10:09.500,2,40.479324,-74.268424,6.8,-25.2,0.65,12,0.94,215.06,1.01630,12.87,162
2024-04-18 13:10:10.000,2,40.479320,-74.268424,6.9,-25.6,0.65,12,0.93,210.42,1.01634,12.87,162
2024-04-18 13:10:10.500,2,40.479316,-74.268432,6.8,-25.3,0.65,12,0.91,205.78,1.01630,12.87,162
2024-04-18 13:10:11.000,2,40.479312,-74.268432,6.8,-25.2,0.65,12,0.91,201.19,1.01629,12.87,162
2024-04-18 13:10:11.500,2,40.479308,-74.268432,6.8,-25.1,0.65,12,0.92,195.87,1.01628,12.87,162
2024-04-18 13:10:12.000,2,40.479304,-74.268432,6.8,-25.2,0.65,12,0.92,192.67,1.01630,12.87,162
2024-04-18 13:10:12.500,2,40.479300,-74.268432,6.8,-25.1,0.65,12,0.88,187.10,1.01628,12.87,162
2024-04-18 13:10:13.000,2,40.479296,-74.268432,6.8,-25.0,0.65,12,0.92,180.93,1.01627,12.87,162
2024-04-18 13:10:13.500,2,40.479292,-74.268432,6.7,-25.0,0.65,12,0.82,174.47,1.01627,12.87,162
2024-04-18 13:10:14.000,2,40.479288,-74.268432,6.7,-25.2,0.65,12,0.97,168.45,1.01630,12.87,162
2024-04-18 13:10:14.500,2,40.479284,-74.268432,6.7,-25.3,0.65,12,1.00,163.97,1.01631,12.87,162
2024-04-18 13:10:15.000,2,40.479280,-74.268424,6.7,-25.4,0.65,12,0.85,162.78,1.01631,12.87,162
2024-04-18 13:10:15.500,2,40.479276,-74.268424,6.7,-25.4,0.65,12,0.93,160.21,1.01631,12.87,162
2024-04-18 13:10:16.000,2,40.479272,-74.268424,6.7,-25.3,0.65,12,0.87,162.64,1.01631,12.87,162
2024-04-18 13:10:16.500,2,40.479268,-74.268424,6.6,-25.3,0.65,12,0.94,163.97,1.01631,12.87,162
2024-04-18 13:10:17.000,2,40.479264,-74.268424,6.6,-25.6,0.65,12,1.05,165.41,1.01634,12.87,162
2024-04-18 13:10:17.500,2,40.479260,-74.268416,6.6,-25.3,0.65,12,1.02,163.93,1.01631,12.87,162
2024-04-18 13:10:18.000,2,40.479256,-74.268416,6.6,-25.1,0.65,12,1.00,159.67,1.01628,12.87,162
2024-04-18 13:10:18.500,2,40.479252,-74.268416,6.5,-25.2,0.65,12,1.03,153.52,1.01630,12.87,162
2024-04-18 13:10:19.000,2,40.479248,-74.268408,6.6,-25.0,0.65,12,0.94,148.23,1.01626,12.87,162
2024-04-18 13:10:19.500,2,40.479244,-74.268408,6.6,-25.1,0.65,12,0.97,141.46,1.01628,12.93,162
2024-04-18 13:10:20.000,2,40.479240,-74.268400,6.6,-24.7,0.65,12,1.08,140.12,1.01624,12.87,162
2024-04-18 13:10:20.500,2,40.479236,-74.268400,6.7,-24.7,0.65,12,1.06,142.35,1.01623,12.87,162
2024-04-18 13:10:21.000,2,40.479232,-74.268392,6.7,-24.7,0.65,12,1.04,148.49,1.01623,12.87,162
2024-04-18 13:10:21.500,2,40.479228,-74.268392,6.7,-25.0,0.65,12,0.96,150.23,1.01627,12.87,162
2024-04-18 13:10:22.000,2,40.479224,-74.268392,6.7,-24.7,0.65,12,0.95,157.66,1.01623,12.87,162
2024-04-18 13:10:22.500,2,40.479220,-74.268392,6.8,-24.2,0.65,12,1.04,168.15,1.01618,12.87,162
2024-04-18 13:10:23.000,2,40.479212,-74.268384,6.8,-24.5,0.66,12,1.20,173.18,1.01620,12.87,162
2024-04-18 13:10:23.500,2,40.479208,-74.268384,6.9,-24.2,0.66,12,0.92,172.49,1.01618,12.87,162
2024-04-18 13:10:24.000,2,40.479208,-74.268384,6.9,-24.2,0.66,12,1.25,164.14,1.01618,12.87,162
2024-04-18 13:10:24.500,2,40.479204,-74.268384,6.9,-24.6,0.66,12,1.25,159.42,1.01622,12.93,162
2024-04-18 13:10:25.000,2,40.479200,-74.268376,6.9,-23.9,0.66,12,1.07,153.64,1.01613,12.87,162
2024-04-18 13:10:25.500,2,40.479196,-74.268368,6.9,-24.3,0.66,12,1.24,141.32,1.01619,12.93,162
2024-04-18 13:10:26.000,2,40.479192,-74.268368,6.8,-24.2,0.66,12,1.26,130.91,1.01618,12.93,162
2024-04-18 13:10:26.500,2,40.479188,-74.268360,6.9,-24.1,0.66,12,1.25,119.43,1.01616,12.93,162
2024-04-18 13:10:27.000,2,40.479188,-74.268360,6.8,-24.0,0.66,12,1.36,104.93,1.01615,12.87,162
2024-04-18 13:10:27.500,2,40.479188,-74.268352,6.7,-23.9,0.65,12,1.37,94.72,1.01614,12.87,162
2024-04-18 13:10:28.000,2,40.479188,-74.268336,6.6,-24.3,0.65,12,1.45,89.93,1.01619,12.93,162
2024-04-18 13:10:28.500,2,40.479188,-74.268328,6.5,-24.3,0.65,12,1.56,89.72,1.01618,12.93,162
2024-04-18 13:10:29.000,2,40.479192,-74.268320,6.4,-24.5,0.65,12,1.61,89.28,1.01621,12.93,162
2024-04-18 13:10:29.500,2,40.479192,-74.268312,6.4,-24.5,0.65,12,1.56,86.09,1.01621,12.93,162
2024-04-18 13:10:30.000,2,40.479192,-74.268296,6.3,-24.5,0.65,12,1.65,79.43,1.01620,12.93,162
2024-04-18 13:10:30.500,2,40.479196,-74.268288,6.2,-24.5,0.65,12,1.64,73.96,1.01621,12.93,162
2024-04-18 13:10:31.000,2,40.479200,-74.268280,6.1,-24.5,0.65,12,1.65,64.73,1.01621,12.93,162
2024-04-18 13:10:31.500,2,40.479204,-74.268272,6.1,-24.4,0.65,12,1.61,57.79,1.01620,12.87,162
2024-04-18 13:10:32.000,2,40.479208,-74.268264,6.0,-24.8,0.65,12,1.51,52.70,1.01625,12.93,162
2024-04-18 13:10:32.500,2,40.479212,-74.268264,5.9,-24.5,0.65,12,1.58,47.57,1.01621,12.93,162
2024-04-18 13:10:33.000,2,40.479216,-74.268256,5.9,-24.5,0.65,12,1.59,40.88,1.01621,12.93,162
2024-04-18 13:10:33.500,2,40.479224,-74.268248,5.8,-25.1,0.65,12,1.60,31.62,1.01628,12.93,162
2024-04-18 13:10:34.000,2,40.479232,-74.268248,5.8,-25.0,0.65,12,1.61,21.36,1.01626,12.93,162
2024-04-18 13:10:34.500,2,40.479240,-74.268248,5.7,-25.2,0.65,12,1.63,7.98,1.01630,12.93,162
2024-04-18 13:10:35.000,2,40.479244,-74.268256,5.7,-25.0,0.65,12,1.60,349.90,1.01627,12.93,162
2024-04-18 13:10:35.500,2,40.479252,-74.268256,5.7,-24.8,0.65,12,1.66,332.28,1.01624,12.87,162
2024-04-18 13:10:36.000,2,40.479256,-74.268272,5.7,-25.4,0.65,12,1.65,318.74,1.01631,12.93,162
2024-04-18 13:10:36.500,2,40.479260,-74.268280,5.7,-24.7,0.65,12,1.64,306.26,1.01624,12.93,162
2024-04-18 13:10:37.000,2,40.479264,-74.268288,5.8,-25.0,0.65,12,1.73,300.43,1.01627,12.93,162
2024-04-18 13:10:37.500,2,40.479268,-74.268296,5.8,-24.9,0.65,12,1.82,302.07,1.01626,12.93,162
2024-04-18 13:10:38.000,2,40.479272,-74.268304,5.8,-25.1,0.65,12,1.81,303.92,1.01628,12.93,162
2024-04-18 13:10:38.500,2,40.479280,-74.268312,5.7,-25.1,0.66,12,1.81,305.74,1.01628,12.93,162
2024-04-18 13:10:39.000,2,40.479284,-74.268320,5.7,-25.1,0.66,12,1.82,307.48,1.01628,12.93,162
2024-04-18 13:10:39.500,2,40.479288,-74.268336,5.7,-24.8,0.66,12,1.80,308.38,1.01625,12.93,162
2024-04-18 13:10:40.000,2,40.479292,-74.268344,5.8,-24.7,0.66,12,1.82,309.13,1.01624,12.93,162
2024-04-18 13:10:40.500,2,40.479296,-74.268352,5.8,-24.4,0.66,12,1.83,306.01,1.01619,12.93,162
2024-04-18 13:10:41.000,2,40.479300,-74.268360,5.8,-24.5,0.66,12,1.81,299.72,1.01621,12.93,162
2024-04-18 13:10:41.500,2,40.479300,-74.268360,5.9,-24.3,0.65,12,1.80,293.13,1.01619,12.93,162
2024-04-18 13:10:42.000,2,40.479304,-74.268376,5.9,-24.4,0.65,12,1.83,286.85,1.01619,12.93,162
2024-04-18 13:10:42.500,2,40.479304,-74.268384,5.9,-24.5,0.65,12,1.82,283.65,1.01621,12.93,162
2024-04-18 13:10:43.000,2,40.479308,-74.268400,5.9,-24.4,0.65,12,1.80,281.76,1.01619,12.93,162
2024-04-18 13:10:43.500,2,40.479308,-74.268408,5.9,-25.0,0.65,12,1.84,281.32,1.01627,12.93,162
2024-04-18 13:10:44.000,2,40.479308,-74.268416,5.9,-24.8,0.65,12,1.81,280.95,1.01624,12.93,162
2024-04-18 13:10:44.500,2,40.479312,-74.268432,5.9,-24.7,0.65,12,1.78,280.56,1.01623,12.93,162
2024-04-18 13:10:45.000,2,40.479312,-74.268440,5.9,-24.7,0.65,12,1.82,280.42,1.01624,12.93,162
2024-04-18 13:10:45.500,2,40.479316,-74.268448,5.9,-24.7,0.65,12,1.76,280.14,1.01623,12.93,162
2024-04-18 13:10:46.000,2,40.479316,-74.268464,5.9,-24.6,0.65,12,1.60,280.26,1.01623,12.93,162
2024-04-18 13:10:46.500,2,40.479316,-74.268472,6.0,-24.9,0.65,12,1.57,280.03,1.01626,12.93,162
2024-04-18 13:10:47.000,2,40.479320,-74.268480,6.0,-24.4,0.65,12,1.67,280.18,1.01619,12.93,162
2024-04-18 13:10:47.500,2,40.479320,-74.268488,6.0,-24.3,0.65,12,1.64,279.89,1.01618,12.93,162
2024-04-18 13:10:48.000,2,40.479320,-74.268504,5.9,-24.7,0.65,12,1.50,279.89,1.01624,12.93,162
2024-04-18 13:10:48.500,2,40.479320,-74.268512,5.9,-24.7,0.65,12,1.50,279.10,1.01623,12.93,162
2024-04-18 13:10:49.000,2,40.479324,-74.268520,5.9,-24.7,0.65,12,1.45,276.18,1.01624,12.93,162
2024-04-18 13:10:49.500,2,40.479324,-74.268528,5.9,-24.8,0.65,12,1.23,274.82,1.01624,12.93,162
2024-04-18 13:10:50.000,2,40.479324,-74.268528,5.9,-24.9,0.65,12,1.30,273.35,1.01625,12.93,162
2024-04-18 13:10:50.500,2,40.479324,-74.268536,5.9,-25.0,0.65,12,1.38,272.70,1.01627,12.93,162
2024-04-18 13:10:51.000,2,40.479324,-74.268544,5.8,-24.4,0.65,12,1.38,272.31,1.01619,12.93,162
2024-04-18 13:10:51.500,2,40.479324,-74.268552,5.8,-24.9,0.65,12,1.38,272.18,1.01626,12.93,162
2024-04-18 13:10:52.000,2,40.479324,-74.268560,5.8,-25.0,0.65,12,1.41,272.24,1.01627,12.93,162
2024-04-18 13:10:52.500,2,40.479324,-74.268568,5.8,-24.6,0.65,12,1.43,272.31,1.01622,12.93,162
2024-04-18 13:10:53.000,2,40.479324,-74.268576,5.7,-24.7,0.65,12,1.35,271.82,1.01624,12.93,162
2024-04-18 13:10:53.500,2,40.479324,-74.268584,5.7,-24.8,0.65,12,1.35,272.06,1.01624,12.93,162
2024-04-18 13:10:54.000,2,40.479324,-74.268592,5.7,-24.8,0.65,12,1.38,271.97,1.01624,12.93,162
2024-04-18 13:10:54.500,2,40.479324,-74.268600,5.6,-24.7,0.65,12,1.38,271.72,1.01624,12.93,162
2024-04-18 13:10:55.000,2,40.479324,-74.268616,5.6,-24.7,0.65,12,1.45,271.92,1.01623,12.93,162
2024-04-18 13:10:55.500,2,40.479324,-74.268624,5.5,-24.7,0.65,12,1.47,271.76,1.01624,12.93,162
2024-04-18 13:10:56.000,2,40.479324,-74.268632,5.5,-25.0,0.65,12,1.52,271.45,1.01627,12.93,162
2024-04-18 13:10:56.500,2,40.479324,-74.268640,5.5,-24.3,0.65,12,1.49,271.60,1.01619,12.93,162
2024-04-18 13:10:57.000,2,40.479324,-74.268648,5.5,-24.9,0.65,12,1.47,272.10,1.01625,12.93,162
2024-04-18 13:10:57.500,2,40.479324,-74.268656,5.4,-24.9,0.65,12,1.48,271.54,1.01625,12.93,162
2024-04-18 13:10:58.000,2,40.479324,-74.268664,5.4,-24.7,0.65,12,1.43,271.70,1.01624,12.93,162
2024-04-18 13:10:58.500,2,40.479324,-74.268672,5.4,-24.9,0.65,12,1.35,271.98,1.01626,12.93,162
2024-04-18 13:10:59.000,2,40.479324,-74.268688,5.3,-24.8,0.65,12,1.32,272.06,1.01625,12.93,162
2024-04-18 13:10:59.500,2,40.479324,-74.268696,5.3,-24.9,0.66,12,1.30,271.79,1.01626,12.93,162
2024-04-18 13:11:00.000,2,40.479324,-74.268696,5.3,-24.8,0.66,12,1.19,271.66,1.01625,12.93,162
2024-04-18 13:11:00.500,2,40.479324,-74.268696,5.2,-25.1,0.66,12,1.08,271.14,1.01628,12.93,162
2024-04-18 13:11:01.000,2,40.479324,-74.268704,5.2,-25.0,0.66,12,1.18,268.97,1.01627,12.93,162
2024-04-18 13:11:01.500,2,40.479324,-74.268712,5.2,-25.0,0.66,12,1.29,267.34,1.01627,12.93,162
2024-04-18 13:11:02.000,2,40.479324,-74.268720,5.2,-24.9,0.66,12,1.23,266.75,1.01626,12.93,162
2024-04-18 13:11:02.500,2,40.479324,-74.268728,5.2,-24.9,0.66,12,1.25,266.88,1.01626,12.93,162
2024-04-18 13:11:03.000,2,40.479324,-74.268736,5.3,-24.6,0.66,12,1.23,266.67,1.01622,12.93,162
2024-04-18 13:11:03.500,2,40.479320,-74.268744,5.3,-24.8,0.66,12,1.23,265.98,1.01625,12.93,162
2024-04-18 13:11:04.000,2,40.479320,-74.268752,5.3,-24.9,0.66,12,1.21,265.85,1.01625,12.93,162
2024-04-18 13:11:04.500,2,40.479320,-74.268760,5.3,-25.0,0.66,12,1.19,264.98,1.01627,12.93,162
2024-04-18 13:11:05.000,2,40.479320,-74.268768,5.3,-25.4,0.66,12,1.22,264.26,1.01632,12.93,162
